Assay_Type_s	AssemblyName_s	BioSample_s	Consent_s	InsertSize_l	Library_Name_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	analyte_type_s	body_site_s	gap_consent_code_s	gap_sample_id_s	gap_subject_id_s	histological_type_s	is_tumor_s	molecular_data_type_s	sex_s	submitted_sample_id_s	submitted_subject_id_s	BioProject_s	BioSampleModel_s	Center_Name_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	gap_accession_s	source_s	study_design_s	study_name_s	submitter_handle_s
RNA-Seq	HG19_Broad_variant	SAMN02465565	GRU	150	Solexa-171573	5494	2637	SRR1099427	SRS526181	GTEX-VJYA-0526-SM-4KL1R	RNA:Total RNA	Adrenal Gland	1	1109559	706579	Adrenal Gland	No	RNA Expression (NGS)	male	GTEX-VJYA-0526-SM-4KL1R	GTEX-VJYA	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465917	GRU	150	Solexa-169454	6844	3120	SRR1099451	SRS526182	GTEX-V955-1626-SM-4JBHJ	RNA:Total RNA	Colon - Transverse	1	1109552	706577	Colon	No	RNA Expression (NGS)	male	GTEX-V955-1626-SM-4JBHJ	GTEX-V955	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465361	GRU	150	Solexa-172394	5993	2737	SRR1099475	SRS526183	GTEX-W5WG-2726-SM-4LMIC	RNA:Total RNA	Esophagus - Gastroesophageal Junction	1	1109599	706581	Esophagus	No	RNA Expression (NGS)	female	GTEX-W5WG-2726-SM-4LMIC	GTEX-W5WG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465834	GRU	150	Solexa-155376	5243	2374	SRR1099499	SRS526184	GTEX-XLM4-0011-R10A-SM-4AT5P	RNA:Total RNA	Brain - Frontal Cortex (BA9)	1	1109875	847758	Brain	No	RNA Expression (NGS)	male	GTEX-XLM4-0011-R10A-SM-4AT5P	GTEX-XLM4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465327	GRU	350	Solexa-156704	4324	1851	SRR1099520	SRS526240	GTEX-XUW1-1026-SM-4BONY	RNA:Total RNA	Thyroid	1	1110070	847769	Thyroid	No	RNA Expression (NGS)	female	GTEX-XUW1-1026-SM-4BONY	GTEX-XUW1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465061	GRU	150	Solexa-151312	5513	2299	SRR1099546	SRS526241	GTEX-QEG4-0526-SM-48TZD	RNA:Total RNA	Lung	1	1108959	590969	Lung	No	RNA Expression (NGS)	male	GTEX-QEG4-0526-SM-48TZD	GTEX-QEG4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465876	GRU	150	Solexa-156759	5998	2603	SRR1099570	SRS526242	GTEX-XQ3S-1026-SM-4BOPJ	RNA:Total RNA	Esophagus - Gastroesophageal Junction	1	1110002	847766	Esophagus	No	RNA Expression (NGS)	male	GTEX-XQ3S-1026-SM-4BOPJ	GTEX-XQ3S	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465332	GRU	150	Solexa-151286	5372	2223	SRR1099598	SRS526243	GTEX-Q2AH-0126-SM-48U2B	RNA:Total RNA	Adrenal Gland	1	1108887	590963	Adrenal Gland	No	RNA Expression (NGS)	male	GTEX-Q2AH-0126-SM-48U2B	GTEX-Q2AH	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02466104	GRU	150	Solexa-165072	6533	3200	SRR1099622	SRS526244	GTEX-XAJ8-0226-SM-4GIB2	RNA:Total RNA	Adipose - Visceral (Omentum)	1	1109792	721017	Adipose Tissue	No	RNA Expression (NGS)	male	GTEX-XAJ8-0226-SM-4GIB2	GTEX-XAJ8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02464747	GRU	150	Solexa-155381	4438	2099	SRR1099648	SRS526245	GTEX-XGQ4-0005-SM-4AT5U	RNA:Total RNA	Whole Blood	1	1109845	847756	Blood	No	RNA Expression (NGS)	male	GTEX-XGQ4-0005-SM-4AT5U	GTEX-XGQ4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02466092	GRU	150	Solexa-151031	4517	1881	SRR1099669	SRS526246	GTEX-OHPL-2426-SM-48TDN	RNA:Total RNA	Ovary	1	1108779	590931	Ovary	No	RNA Expression (NGS)	female	GTEX-OHPL-2426-SM-48TDN	GTEX-OHPL	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465851	GRU	150	Solexa-151016	4911	2050	SRR1099694	SRS526247	GTEX-PWCY-0226-SM-48TD8	RNA:Total RNA	Adrenal Gland	1	1108836	590957	Adrenal Gland	No	RNA Expression (NGS)	female	GTEX-PWCY-0226-SM-48TD8	GTEX-PWCY	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02464757	GRU	150	Solexa-154234	5084	2190	SRR1099720	SRS526249	GTEX-S33H-0008-SM-4AD6C	RNA:Total RNA	Cells - Transformed fibroblasts	1	1109166	678165	Skin	No	RNA Expression (NGS)	male	GTEX-S33H-0008-SM-4AD6C	GTEX-S33H	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02465472	GRU	150	Solexa-155380	5066	2415	SRR1099744	SRS526250	GTEX-XBEC-0006-SM-4AT5T	RNA:Total RNA	Whole Blood	1	1109805	847754	Blood	No	RNA Expression (NGS)	male	GTEX-XBEC-0006-SM-4AT5T	GTEX-XBEC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02465830	GRU	150	Solexa-150632	4902	2221	SRR1099765	SRS526251	GTEX-R55D-1826-SM-48FEF	RNA:Total RNA	Colon - Transverse	1	1109043	678151	Colon	No	RNA Expression (NGS)	male	GTEX-R55D-1826-SM-48FEF	GTEX-R55D	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02465877	GRU	150	Solexa-159846	4880	2275	SRR1099789	SRS526541	GTEX-U4B1-0826-SM-4DXTW	RNA:Total RNA	Esophagus - Mucosa	1	1109465	706567	Esophagus	No	RNA Expression (NGS)	male	GTEX-U4B1-0826-SM-4DXTW	GTEX-U4B1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02464840	GRU	150	Solexa-150593	5075	2267	SRR1099809	SRS526542	GTEX-R55G-0626-SM-48FDB	RNA:Total RNA	Artery - Aorta	1	1109058	590980	Blood Vessel	No	RNA Expression (NGS)	female	GTEX-R55G-0626-SM-48FDB	GTEX-R55G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465592	GRU	150	Solexa-150978	4201	1782	SRR1099833	SRS526543	GTEX-PW2O-0826-SM-48TC5	RNA:Total RNA	Pancreas	1	1108832	590956	Pancreas	No	RNA Expression (NGS)	male	GTEX-PW2O-0826-SM-48TC5	GTEX-PW2O	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02466050	GRU	150	Solexa-151291	5909	2433	SRR1099857	SRS526544	GTEX-Q734-1626-SM-48U1B	RNA:Total RNA	Uterus	1	1108915	590965	Uterus	No	RNA Expression (NGS)	female	GTEX-Q734-1626-SM-48U1B	GTEX-Q734	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02464871	GRU	150	Solexa-157639	5829	2708	SRR1099881	SRS526545	GTEX-XUZC-1426-SM-4BRV3	RNA:Total RNA	Small Intestine - Terminal Ileum	1	1110099	847771	Small Intestine	No	RNA Expression (NGS)	female	GTEX-XUZC-1426-SM-4BRV3	GTEX-XUZC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465225	GRU	150	Solexa-172647	5594	2394	SRR1099905	SRS526546	GTEX-WFJO-1126-SM-4LVLZ	RNA:Total RNA	Stomach	1	1109643	706586	Stomach	No	RNA Expression (NGS)	male	GTEX-WFJO-1126-SM-4LVLZ	GTEX-WFJO	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02465075	GRU	150	Solexa-156727	4612	1979	SRR1099931	SRS526547	GTEX-XQ8I-2126-SM-4BOOM	RNA:Total RNA	Colon - Transverse	1	1110030	847767	Colon	No	RNA Expression (NGS)	male	GTEX-XQ8I-2126-SM-4BOOM	GTEX-XQ8I	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02465413	GRU	150	Solexa-154173	6582	2866	SRR1099957	SRS526556	GTEX-S3XE-1226-SM-4AD4L	RNA:Total RNA	Bladder	1	1109197	678167	Bladder	No	RNA Expression (NGS)	male	GTEX-S3XE-1226-SM-4AD4L	GTEX-S3XE	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465432	GRU	400	Solexa-150428	4118	1689	SRR1099981	SRS526557	GTEX-QEL4-2126-SM-447AE	RNA:Total RNA	Breast - Mammary Tissue	1	1108967	678144	Breast	No	RNA Expression (NGS)	male	GTEX-QEL4-2126-SM-447AE	GTEX-QEL4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02466005	GRU	150	Solexa-151245	4024	1790	SRR1100005	SRS526558	GTEX-X5EB-1026-SM-46MVU	RNA:Total RNA	Esophagus - Gastroesophageal Junction	1	1109740	721014	Esophagus	No	RNA Expression (NGS)	male	GTEX-X5EB-1026-SM-46MVU	GTEX-X5EB	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02464954	GRU	150	Solexa-158627	8427	3772	SRR1100029	SRS526559	GTEX-QLQ7-0926-SM-447BC	RNA:Total RNA	Esophagus - Mucosa	1	1108973	590972	Esophagus	No	RNA Expression (NGS)	male	GTEX-QLQ7-0926-SM-447BC	GTEX-QLQ7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465495	GRU	150	Solexa-157630	4360	1990	SRR1100346	SRS526560	GTEX-XYKS-2626-SM-4BRUT	RNA:Total RNA	Artery - Tibial	1	1110178	847774	Blood Vessel	No	RNA Expression (NGS)	female	GTEX-XYKS-2626-SM-4BRUT	GTEX-XYKS	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02464968	GRU	400	Solexa-150498	4406	1799	SRR1100370	SRS526561	GTEX-QVJO-0526-SM-447CE	RNA:Total RNA	Artery - Aorta	1	1109001	590977	Blood Vessel	No	RNA Expression (NGS)	female	GTEX-QVJO-0526-SM-447CE	GTEX-QVJO	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02464743	GRU	150	Solexa-157669	5786	2702	SRR1100395	SRS526562	GTEX-XV7Q-2126-SM-4BRVX	RNA:Total RNA	Colon - Transverse	1	1110126	847772	Colon	No	RNA Expression (NGS)	female	GTEX-XV7Q-2126-SM-4BRVX	GTEX-XV7Q	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02466131	GRU	150	Solexa-155350	5853	2644	SRR1100419	SRS526563	GTEX-XGQ4-2226-SM-4AT4Y	RNA:Total RNA	Adipose - Subcutaneous	1	1109862	847756	Adipose Tissue	No	RNA Expression (NGS)	male	GTEX-XGQ4-2226-SM-4AT4Y	GTEX-XGQ4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02465214	GRU	400	Solexa-150423	5358	2254	SRR1100440	SRS526564	GTEX-QLQW-1026-SM-447A9	RNA:Total RNA	Testis	1	1108981	590973	Testis	No	RNA Expression (NGS)	male	GTEX-QLQW-1026-SM-447A9	GTEX-QLQW	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465852	GRU	150	Solexa-157621	4585	2098	SRR1100472	SRS526565	GTEX-SIU7-1626-SM-4BRUK	RNA:Total RNA	Breast - Mammary Tissue	1	1109275	678176	Breast	No	RNA Expression (NGS)	male	GTEX-SIU7-1626-SM-4BRUK	GTEX-SIU7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465134	GRU	150	Solexa-159814	6400	2972	SRR1100496	SRS526566	GTEX-U3ZN-0826-SM-4DXSZ	RNA:Total RNA	Adrenal Gland	1	1109447	706565	Adrenal Gland	No	RNA Expression (NGS)	female	GTEX-U3ZN-0826-SM-4DXSZ	GTEX-U3ZN	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465624	GRU	150	Solexa-150588	6245	2787	SRR1100516	SRS526567	GTEX-RM2N-0626-SM-48FD6	RNA:Total RNA	Esophagus - Muscularis	1	1109077	678154	Esophagus	No	RNA Expression (NGS)	male	GTEX-RM2N-0626-SM-48FD6	GTEX-RM2N	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465494	GRU	400	Solexa-150446	5103	2099	SRR1100540	SRS526568	GTEX-QLQ7-0008-SM-447AW	RNA:Total RNA	Cells - Transformed fibroblasts	1	1108971	590972	Skin	No	RNA Expression (NGS)	male	GTEX-QLQ7-0008-SM-447AW	GTEX-QLQ7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465044	GRU	150	Solexa-159507	5394	2311	SRR1100564	SRS526569	GTEX-SNOS-0326-SM-4DM6C	RNA:Total RNA	Artery - Aorta	1	1109297	706546	Blood Vessel	No	RNA Expression (NGS)	male	GTEX-SNOS-0326-SM-4DM6C	GTEX-SNOS	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465639	GRU	150	Solexa-159841	5735	2640	SRR1100588	SRS526570	GTEX-U3ZH-1926-SM-4DXTR	RNA:Total RNA	Muscle - Skeletal	1	1109432	706563	Muscle	No	RNA Expression (NGS)	male	GTEX-U3ZH-1926-SM-4DXTR	GTEX-U3ZH	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465868	GRU	150	Solexa-157644	5528	2553	SRR1100608	SRS526571	GTEX-XV7Q-2426-SM-4BRV8	RNA:Total RNA	Minor Salivary Gland	1	1110129	847772	Salivary Gland	No	RNA Expression (NGS)	female	GTEX-XV7Q-2426-SM-4BRV8	GTEX-XV7Q	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02466121	GRU	150	Solexa-169446	6273	2987	SRR1100632	SRS526572	GTEX-V1D1-1726-SM-4JBHB	RNA:Total RNA	Stomach	1	1109541	706576	Stomach	No	RNA Expression (NGS)	male	GTEX-V1D1-1726-SM-4JBHB	GTEX-V1D1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465545	GRU	150	Solexa-155373	5899	2650	SRR1100656	SRS526574	GTEX-S95S-0008-SM-4AT5M	RNA:Total RNA	Cells - Transformed fibroblasts	1	1109248	678174	Skin	No	RNA Expression (NGS)	male	GTEX-S95S-0008-SM-4AT5M	GTEX-S95S	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02465957	GRU	150	Solexa-156743	4240	1789	SRR1100677	SRS526575	GTEX-XUW1-0526-SM-4BOP3	RNA:Total RNA	Adipose - Subcutaneous	1	1110065	847769	Adipose Tissue	No	RNA Expression (NGS)	female	GTEX-XUW1-0526-SM-4BOP3	GTEX-XUW1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02465846	GRU	150	Solexa-163948	5925	2917	SRR1100703	SRS526576	GTEX-X5EB-1926-SM-4E3IW	RNA:Total RNA	Skin - Not Sun Exposed (Suprapubic)	1	1109747	721014	Skin	No	RNA Expression (NGS)	male	GTEX-X5EB-1926-SM-4E3IW	GTEX-X5EB	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02466109	GRU	150	Solexa-172456	6426	2947	SRR1100728	SRS526577	GTEX-W5WG-1126-SM-4LMK4	RNA:Total RNA	Adrenal Gland	1	1109588	706581	Adrenal Gland	No	RNA Expression (NGS)	female	GTEX-W5WG-1126-SM-4LMK4	GTEX-W5WG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465317	GRU	150	Solexa-151362	4965	2070	SRR1100752	SRS526578	GTEX-PX3G-1326-SM-48U18	RNA:Total RNA	Adrenal Gland	1	1108872	590961	Adrenal Gland	No	RNA Expression (NGS)	female	GTEX-PX3G-1326-SM-48U18	GTEX-PX3G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465055	GRU	150	Solexa-151015	4429	1959	SRR1100776	SRS526579	GTEX-PWCY-0926-SM-48TD7	RNA:Total RNA	Stomach	1	1108840	590957	Stomach	No	RNA Expression (NGS)	female	GTEX-PWCY-0926-SM-48TD7	GTEX-PWCY	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465631	GRU	150	Solexa-172457	5592	2630	SRR1100800	SRS526580	GTEX-WFG7-0426-SM-4LMK5	RNA:Total RNA	Pancreas	1	1109616	706584	Pancreas	No	RNA Expression (NGS)	male	GTEX-WFG7-0426-SM-4LMK5	GTEX-WFG7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02464903	GRU	150	Solexa-150980	5418	2274	SRR1100824	SRS526581	GTEX-PW2O-0226-SM-48TC7	RNA:Total RNA	Adrenal Gland	1	1108830	590956	Adrenal Gland	No	RNA Expression (NGS)	male	GTEX-PW2O-0226-SM-48TC7	GTEX-PW2O	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02466118	GRU	150	Solexa-154179	7380	3179	SRR1100848	SRS526582	GTEX-S3XE-0126-SM-4AD4R	RNA:Total RNA	Adrenal Gland	1	1109188	678167	Adrenal Gland	No	RNA Expression (NGS)	male	GTEX-S3XE-0126-SM-4AD4R	GTEX-S3XE	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02466102	GRU	150	Solexa-155370	5268	2402	SRR1100872	SRS526583	GTEX-XMD1-0011-R11A-SM-4AT5J	RNA:Total RNA	Brain - Cerebellar Hemisphere	1	1109896	847759	Brain	No	RNA Expression (NGS)	male	GTEX-XMD1-0011-R11A-SM-4AT5J	GTEX-XMD1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465082	GRU	150	Solexa-154249	5611	2423	SRR1100893	SRS526584	GTEX-S4Q7-1126-SM-4AD6R	RNA:Total RNA	Breast - Mammary Tissue	1	1109217	678169	Breast	No	RNA Expression (NGS)	male	GTEX-S4Q7-1126-SM-4AD6R	GTEX-S4Q7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465579	GRU	150	Solexa-157665	4909	2266	SRR1100917	SRS526585	GTEX-XV7Q-1226-SM-4BRVT	RNA:Total RNA	Esophagus - Gastroesophageal Junction	1	1110119	847772	Esophagus	No	RNA Expression (NGS)	female	GTEX-XV7Q-1226-SM-4BRVT	GTEX-XV7Q	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465139	GRU	150	Solexa-154228	5860	2547	SRR1100941	SRS526586	GTEX-S32W-1426-SM-4AD66	RNA:Total RNA	Uterus	1	1109161	678164	Uterus	No	RNA Expression (NGS)	female	GTEX-S32W-1426-SM-4AD66	GTEX-S32W	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	GRCh37	SAMN02465791	GRU	350	Solexa-156752	4049	1716	SRR1100965	SRS526587	GTEX-XUJ4-1126-SM-4BOPC	RNA:Total RNA	Esophagus - Gastroesophageal Junction	1	1110043	847768	Esophagus	No	RNA Expression (NGS)	female	GTEX-XUJ4-1126-SM-4BOPC	GTEX-XUJ4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465012	GRU	150	Solexa-151337	5084	2128	SRR1100991	SRS526588	GTEX-PX3G-0826-SM-48TZS	RNA:Total RNA	Liver	1	1108869	590961	Liver	No	RNA Expression (NGS)	female	GTEX-PX3G-0826-SM-48TZS	GTEX-PX3G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02465162	GRU	150	Solexa-159840	6329	2911	SRR1101015	SRS526589	GTEX-U3ZM-0008-SM-4DXTQ	RNA:Total RNA	Cells - Transformed fibroblasts	1	1109433	706564	Skin	No	RNA Expression (NGS)	male	GTEX-U3ZM-0008-SM-4DXTQ	GTEX-U3ZM	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
